Date,Text
2020-03-02 23:59:18+00:00,Dumbass. The patent was for a coronavirus vaccine. Coronavirus is hundreds upon hundreds of individual viruses species. COVID-19 is just one.
2020-03-02 23:58:51+00:00,"Context time! Global confirmed COVID-19 cases as of right now: 90,309 The good news - 45,602 of those people have already recovered! So. Global EXISTING confirmed cases of coronavirus right now: 44,707"
2020-03-02 23:58:36+00:00,Why do people think COVID 19 is the same as the common Corona virus? Do they not do any research at all?? lol
2020-03-02 23:58:36+00:00,Yes Coronavirus disease 2019 (COVID-19)
2020-03-02 23:58:27+00:00,Coronavirus COVID 19 https://wb.md/2fNoD4V from @WebMD
2020-03-02 23:58:20+00:00,"Not a fair comparison at all. Covid-19, and the coronavirus that causes it are NOT contracted by known, highly specific, completely avoidable (and some think, immoral) behavior. Breathing is unavoidable, shooting dope and having high risk sex are voluntary."
2020-03-02 23:58:02+00:00,#Oregon's third presumptive case of #COVID-19 #coronavirus: Person works at #Wildhorse Resort &amp; #Casino
2020-03-02 23:57:57+00:00,"Thread by @drsanjaygupta: Back on January 21, the first patient in the United States was announced to have the novel coronavirus (COVID-19) That person was diagnosed and treated in Washington State. The patient was in the hospital for two weeks and has… "
2020-03-02 23:57:47+00:00,Common sense and good music! @coronavirus @covid-19
2020-03-02 23:57:35+00:00,Wozniak possibly COVID-19 'patient zero' in US $APPL #Coronavirus #COVID19
2020-03-02 23:57:23+00:00,Looking for information on the Coronavirus (COVID-19)? Go to the new Broome County Health Department webpage for the latest. Learn how you can protect yourself and others. http://www.gobroomecounty.com/hd/coronavirus
2020-03-02 23:56:29+00:00,@ABC God Bless Dr. Jennifer Ashton of ABC News. She has appeared on TV EVERYDAY for the past few weeks educating and explaining Covid-19(Corona Virus). (Yes I watch too much TV).Don't forget she has a family and patients also. Brava Dr. Ashton!
2020-03-02 23:56:09+00:00,"SUNDAY, March. 1, 2020 (HealthDay News) -- Following the first U.S. coronavirus death, the Trump administration on Saturday placed travel restrictions on three countries that are battling COVID-19 outbreaks"
2020-03-02 23:56:05+00:00,The spread of the novel coronavirus (COVID-19) is top of mind for many leaders today. What impact will it bring to your people? Your community? Get your contingency plan ready for action with advice from #remotework expert @kai_andrews in @seattlebusiness.
2020-03-02 23:56:01+00:00,China is Confronting the COVID-19 Epidemic. Was It Man-Made? An Act of of Bio-warfare? @crg_crm #China #BiologicalWarfare #CoronaVirus #2019nC0V #COVID19 #SARSCoV2
2020-03-02 23:55:56+00:00,Coronavirus Disease 2019 (COVID-19) Updates – City of Houston Emergency Operations Center https://houstonemergency.org/city-of-houston-health-department-airport-system-continue-to-monitor-coronavirus-reports/
2020-03-02 23:55:56+00:00,"The safety of our families is our foremost priority. With the recent news of the Coronavirus Disease 2019 (COVID-19), learn everything your family needs to know. Visit https://www.oregonpediatrics.com/needtoknow or call 503-659-1694."
2020-03-02 23:55:47+00:00,#Obesity and #Coronavirus #COVID_19 Two Things about COVID-19 Might Need Attention @Preprints_org
2020-03-02 23:55:39+00:00,"Covid-19 exposure reported in Chimacum, WA. https://www.csd49.org/News/2063#sthash.M5tJrBZ0.dpbs #coronavirus #COVID19 #coronaviruswashington"
2020-03-02 23:55:27+00:00,Coronavirus has always been here as part of the names of several flu viruses. Novel COVID-19 is new here! 
2020-03-02 23:55:25+00:00,"SARS was never eradicated but there haven't been any cases since the initial outbreak in 2002-2004. The new coronavirus is called SARS-COV-2, which means Severe Acute Respiratory Syndrome coronavirus 2. The disease it causes is COVID-19, coronavirus disease 2019. SARS..."
2020-03-02 23:55:11+00:00,Phylogeny of the CoVid-19 coronavirus 
2020-03-02 23:55:03+00:00,Good advice here. Covid-19 and kids: how to talk to children about the coronavirus 
2020-03-02 23:55:00+00:00,There are now more than 90 known cases of the COVID-19 coronavirus in the U.S. What lawmakers are saying @6 #coronavirus #fox44tx
2020-03-02 23:54:57+00:00,"The COVID-19 coronavirus kills about 20 times the number of people who become infected, compared to the flu. It also seems to spread more easily than the flu, because you are contagious before you show symptoms and a lot of people aren't hit hard enough to keep them home in bed."
