Date,Text
2020-01-30 23:34:37+00:00,"#Coronavirus: Stunning new numbers. Running totals - 9,171 confirmed cases worldwide vs 7,711 China cases yesterday; 213 deaths vs 130 yesterday. More than 12,000 suspected cases. 1,476 in serious or critical condition. ALL regions of China are reporting cases. h/t @V2019N"
2020-01-30 23:19:16+00:00,"- 9,171 confirmed #coronavirus cases worldwide - 12,167 suspected cases - 213 deaths - 1,476 in serious/critical condition - 150 treated and released - all regions of #China reporting cases - 23 territories reporting cases"
2020-01-30 22:58:45+00:00,@CDCgov CDC webinar for clinicians on #coronavirus #2019nCoV
2020-01-30 22:50:19+00:00,#coronavirus Preprint on effectiveness of traveler screening. 
2020-01-30 22:18:49+00:00,Wuhan Coronavirus Warnung an uns Menschen，Vielleicht können wir die Antwort aus dem Aufstieg und Fall des alten Römischen Reiches kennen，Dieses Video enthüllt die Geheimnisse für Sie im Detail. .
2020-01-30 22:11:34+00:00,"Update -#coronavirus cases confirmed now in 23 territories. -Italy confirmed 2 cases, Philippines (1), India (1) #2019nCoV -World Health Organization declares #PHEIC -over 8,000 cases in #China -#US State Department authorizes diplomatic staff to evacuate #China"
2020-01-30 20:10:38+00:00, What an absolute abomination of a press conference regarding #coronavirus #nCoV19! Not ONE question received straight answer. No clarification or leadership from the @WHO. The world deserves much more than this. #coronavirus #coronavirusec #China @V2019N
2020-01-30 19:54:29+00:00,"I’m just calling it coronavirus, rolls off the tongue easier"
2020-01-30 19:44:54+00:00,@WHO @DrTedros declares a #PHEIC #coronavirus Concern about virus spreading to countries with weaker health systems and who are not prepared to deal with it. WHO has confidence in China's capacity to control outbreak.
2020-01-30 19:04:38+00:00,"Messaging from #publichealth, scientists, physicians that the #coronavirus is not as dangerous as the flu (several stories this week) could erode public trust. There are many unknowns, no vaccine or antivirals approved for #coronavirus unlike flu."
2020-01-30 18:54:32+00:00,Another: People who are siloed in ID/public health seem to think the public is panicking about the news. But this messaging that the flu is worse than coronavirus could backfire. 
2020-01-30 18:42:24+00:00,Pas #coronavirus ou par??
2020-01-30 18:11:12+00:00,"Última atualização da China: Dados oficiais mostram agora 8.149 casos de #coronavirus confirmados no país, com 171 mortes. #2019nCoV @V2019N "
2020-01-30 17:56:37+00:00,thread on 6th #US confirmed coronavirus case 
2020-01-30 17:52:20+00:00,#HongKong 12 confirmed #coronavirus cases 
2020-01-30 17:50:15+00:00,"Chinese official data now shows 8,149 confirmed #coronavirus cases in the country with 171 deaths, according to state media outlets. #2019nCoV"
2020-01-30 17:42:00+00:00,#US confirmed #coronavirus cases now 6 including one case as a result of human-to-human (onward spread) in IL.
2020-01-30 17:40:41+00:00,Reuters: @CDCgov announces first instance of person-to-person #coronavirus spread inside #US. #2019nCoV
2020-01-30 17:32:07+00:00,Threads by scientists and doctors who can ELI5 #coronavirus information could help with misinformation.
2020-01-30 17:30:37+00:00,thread on mutation of the #coronavirus 
2020-01-30 17:04:05+00:00,simple #tweetorial from experts would be helpful on -#coronavirus and mutation -why get the flu shot/how bad flu can be/how this #coronavirus outbreak is different from flu -why travel bans don't work well to stop spread -why citizens should be repatriated from Wuhan/China
