Date,Text
2020-03-09 23:59:57+00:00,COVID-19 CORONAVIRUS OUTBREAK: 
2020-03-09 23:59:56+00:00,"That’s a great question to pose to medical professionals bc I could see how a compromised immune system [having regular flu, A or B] would make contracting covid_19 easier, Dr Fauci did say the Coronavirus was efficient."
2020-03-09 23:59:49+00:00,"The coronavirus COVID-19 is affecting 113 countries and territories around the world https://www.worldometers.info/coronavirus/#countries Coronavirus Resource Center https://www.health.harvard.edu/diseases-and-conditions/coronavirus-resource-center Based on current information, symptoms could appear as soon as three days after exposure to as long as 13 days later"
2020-03-09 23:59:43+00:00,"The virus that causes the COVID-19 disease is formally called SARS-CoV-2. The 2003 SARS virus is also a coronavirus with the formal name of SARS-CoV. So, this newest coronavirus is basically 'SARS 2'. Symptoms are similar. https://www.cdc.gov/coronavirus/2019-nCoV/summary.html"
2020-03-09 23:59:41+00:00,"Christina Vee, I love you and your work, but Corona Virus is not a big deal at the current moment. It’s a giant scare by the media. Yes it’s real, but obesity kills more in the US than COVID-19. It’s only a health risk to someone who isn’t normally healthy. You should be fine "
2020-03-09 23:59:32+00:00,It’s being called “the rona” now? Covid- 19 or Coronavirus is not hip enough?!? So just how do you plan to contract it? Visit some poor sick old man in a hospital and give him a kiss? Travel to Wuhan?
2020-03-09 23:59:24+00:00,As now Spain has 1.230 cases and 28 casualties. Later on yesterday’s evening authorities have begun issuing real mesures https://twitter.com/xiani_pch/status/1237133871315136513?s=21 #Coronavirus #COVID_19 #WuhanVirus #武漢肺炎
2020-03-09 23:59:23+00:00,"COVID-19 = COronaVIRus Disease 2019 Coronavirus is a large family of viruses. Immunity - vaccine or acquired - is to a specific virus. For example with the seasonal flu, scientists try to guess which strain will be most common. If they guess wrong, the flu shot doesn't help."
2020-03-09 23:59:23+00:00,Panicking about #Coronavirus (#covid_19 #sars_cov_2 ) please dont. If you wanna do something get a flu shot. It wont protect you from #novelcoronavirus but it will protect you from the flu. When you have the flu your immune system is compromised. And covid-19 will be worse with a 
2020-03-09 23:59:16+00:00,"Selfie with Russell Crowe! (italia,italy,restiamoacasa,iorestoacasa,facebook,Twitter,instagram,video,photography,London,newyork,coronavirusitalla,covid2019,coronavirusfrance,Coronavirusespana,conte,Carrefour,Chicago,like,film,coronavirus italy,covid-19,photographer,sky,instagood "
2020-03-09 23:59:15+00:00,Public Health Recommendations to Minimize the Spread of Novel Coronavirus (COVID-19) in Retail Food Establishments. 
2020-03-09 23:59:13+00:00,Chinese scientists says COVID-19/coronavirus could have originated from ... https://youtu.be/ZC0gww2yznI via @YouTube RESEARCH LAB IN WUHAN.THE CHINESE AUTHORITIES WILL NOT LET SCIENTISTSINTO CHECK .BUT WE KNOW ITS TRUE
2020-03-09 23:59:09+00:00,"Coronavirus Epidemic Update 33: COVID-19 Medication Treatment Trials, Gl... https://youtu.be/Mm7UrZeu-74 via @YouTube"
2020-03-09 23:59:06+00:00,COVID-19 CORONAVIRUS- FTC and FDA Warn 7 Companies of Misleading Claims: https://bit.ly/2v7raP4
2020-03-09 23:59:02+00:00,Georgia urges health insurers to waive cost-sharing for COVID-19 tests https://www.ajc.com/news/breaking-news/georgia-urges-health-insurers-waive-cost-sharing-for-covid-tests/E59fBUTIP8E6ePWde2P8JO/ #coronavirus
2020-03-09 23:59:01+00:00,What the Impact of Coronavirus Looks Like From Space https://youtu.be/W7ymKtHbrIM via @YouTube @Coronavirus @Covid-19
2020-03-09 23:59:00+00:00,"Has King tRump been tested? CPAC KAG Rallies Mar-a-Lago Gaetz He fears journalists will deliberately infect themselves, then carry #COVID19 #COVID_19 #COVIDー19 #SARSCoV2 onto AF1. #coronavirus #CoronavirusOutbreak #25thAmendmentNow #25thAmendment"
2020-03-09 23:58:58+00:00,"This Virus, the Coronavirus, Covid 19 or Whuhan Virus is the Direct Fault of the Chinese Government For the Worldwide Spreading of this Disease NON MATTER WHAT YOU NAME IT!"
2020-03-09 23:58:57+00:00,"Coronavirus COVID-19 Global Cases by Johns Hopkins CSSE, with breakdown by country/areas: Updated 7:33 pm ET * Total Confirmed: 113,582 Worldwide * Total Deaths: 3,996 Worldwide * Total Recovered: 62,512 Worldwide #Covid19 #Covid2020 #Covid2019 #CoronaVirus #JohnsHopkins"
2020-03-09 23:58:54+00:00,Press Briefing on Coronavirus or COVID-19 
2020-03-09 23:58:49+00:00,"People need to cut out all this hysteria over coronavirus. Covid-19 is here to stay, there's no way to stop something that can be transmitted by carriers that show no symptoms."
2020-03-09 23:58:49+00:00,COVID-19 CORONAVIRUS DISEASE / COVID-19 OUTBREAK IN CHINA: 
2020-03-09 23:58:42+00:00,What countries have been affected by the novel coronavirus known as COVID-19? How many cases are there in China? https://infographics.channelnewsasia.com/covid-19/map.html via @ChannelNewsAsia
2020-03-09 23:58:42+00:00,"A really trustworthy assembly of advice for protecting ourselves and others from viruses like the SARS-CoV-19 that causes COVID-19, aka coronavirus. It is evidence based, so don't go there if you don't believe in science. https://solutions.evidencebased.net/COVID2019/?fbclid=IwAR3RIHUMeeyBt3poqysimnxB4SkmSJ0hGgL-fEqmw9XXFDBiQ7nCvMNt21Q"
2020-03-09 23:58:35+00:00,Since the #fakenews #CNN #MSNBC #morningjoe @abcnews @CBSNews aren't giving real information read the following information from the @CDCgov Coronavirus Disease 2019 (COVID-19) https://www.cdc.gov/coronavirus/2019-ncov/specific-groups/high-risk-complications.html via @CDCgov
2020-03-09 23:58:31+00:00,Leagues Issue Temporary Locker Room Policy in Reaction to Corona Virus (COVID-19) #NBA #PBWA #NHL #MLS #MLB @PBWA -
2020-03-09 23:58:29+00:00,Corona virus is just the snowflakes and millenials way of getting back at the boomers #CoronavirusOutbreak #coronavirusitalIa #coronavirus #panicbuyinguk #Covid_19 #COVID19ireland #coronavirusindia #CoronaVirusUpdate
2020-03-09 23:58:29+00:00,"A corona virus test would come back negative if the person tested didn't have any flu symptoms to begin with. That's how the test only works ""you have to show symptoms first"".#Covid_19"
2020-03-09 23:57:50+00:00,"This does not seem like a good plan: ""Sacramento County Announces New Mitigation Efforts COVID-19"" https://shar.es/aHbrut #COVID19 #Coronavirus - especially the plan to shift from containment to mitigation #Sacramento cc: @sacbee_news 1/n"
2020-03-09 23:57:37+00:00,"In Spain, Coronavirus COVID-19 confirmed cases has been exceeded Japan already. The penetration ratio is 0.0023%, it’s 5.6 times bigger than Japan (0.00041%). But the media is not so serious and people are living normal life. Optimistic Spanish mind #COVID2019 #Spain #Japan"
2020-03-09 23:57:33+00:00,You're not allowed to comment on the coronavirus / COVID-19 if you call it ANYTHING else
2020-03-09 23:57:29+00:00,An infectious disease doctor answers your COVID-19 and coronavirus questions https://www.kevinmd.com/blog/2020/03/an-infectious-disease-doctor-answers-your-covid-19-and-coronavirus-questions.html via @kevinmd
2020-03-09 23:57:18+00:00,The Minnesota Legislature is unprepared to function fully if the COVID-19 coronavirus outbreak sweeps through its members. http://pipr.es/uoEMZtU
2020-03-09 23:57:11+00:00,Coronavirus in Ohio: 3 test positive for COVID-19 
2020-03-09 23:57:08+00:00,"The general debate, the ministerial round tables and high-level dialogues of CSW64, as well as the participation of official delegations and civil society, were postponed due to the COVID-19 corona virus pandemic, as proposed by Ecuador."
2020-03-09 23:57:04+00:00,"This virus, since the use of the word Coronavirus implies the one specific strain COVID-19 that is causing the current outbreak. These viruses would mean multiple coronavirus strains causing an outbreak, so COVID-19 with SARS with MERS etc all causing the outbreak together"
2020-03-09 23:57:01+00:00,"Excellent, fact-filled descriptor of contagions and where COVID-19 ranks. Less than measles, more than influenza, close to SARS. #coronavirus "
2020-03-09 23:57:00+00:00,"In the best-case scenario, Coronavirus could kill 15 million, shrink economy by $2.9 trillion, new Australian study predicts..... #Coronavirus #CoronavirusUpdates #COVID #COVID19 #COVID2019 #Covid_19 #CoronaVirusOutbreak #COVIDー19"
2020-03-09 23:57:00+00:00,Coronavirus and flu: Why COVID-19 poses more of a threat http://bit.ly/2VWvJ9R #coronavirus #covid19
2020-03-09 23:56:59+00:00,Remember what I said about the importance of slowing down the spread of covid-19? Here's a good diagram for the visual thinkers: #Covid19 #Coronavirus
2020-03-09 23:56:49+00:00,WAIT A MINUTE!!! it's this all just an early April Fool's Day prank??? @V2019N @coronavirus
2020-03-09 23:56:40+00:00,Drinking the tRump Kool Aid won’t cure Covid-19 #Coronavirus
2020-03-09 23:56:39+00:00,"Second Wisconsin resident tests positive for COVID-19 coronavirus, health officials say | Local News | http://madison.com"
