Date,Text
2020-03-23 23:59:59+00:00,“3 Quick Coronavirus / COVID-19 Solutions for Direct Service Non-Profits.” by Jomari Peterson 
2020-03-23 23:59:59+00:00,"Coronavirus: The essential services that will keep running in New Zealand https://hubs.ly/H0nPqJc0 Keeping the amazing Icehouse network and Kiwi business community up-to-date with this excellent overview regarding COVID-19, from Newshub. #TheIcehouse #Coronavirus #KeepOnGoing"
2020-03-23 23:59:59+00:00,WA Gov. Jay Inslee will address the state tonight at 5:30 about the ongoing coronavirus response. Listen and watch live from NWPB: -LISTEN: http://nwpb.org/news-audio-stream -WATCH: http://bit.ly/2QG4Bc1 -More COVID-19 updates: 
2020-03-23 23:59:57+00:00,Making Health and Nutrition a Priority During the Coronavirus (COVID-19) Pandemic #Healthyeating #eatclean #organic #wellness https://nutrition.org/making-health-and-nutrition-a-priority-during-the-coronavirus-covid-19-pandemic/
2020-03-23 23:59:48+00:00,"#NYC major #BilldeBlasio : #Trump won't ""lift a finger"" a finger to help hometown. #Covid_19 #coronavirus #NewYork #USA"
2020-03-23 23:59:48+00:00,"» Coronavirus - AG's Office Receives New COVID-19 Scam Report, More Than 800 Price-gouging Complaints https://www.michigan.gov/coronavirus/0,9753,7-406-98158-522347--,00.html"
2020-03-23 23:59:47+00:00,Coronavirus (COVID-19) : Texas State University : Texas State University 
2020-03-23 23:59:46+00:00,What Is Trump Hiding From #Americans #Covid-19 https://youtu.be/vwUFgRmpLLU #B1 #newblackmedia #blackmedia #APTTMHGI #12tribesofisrael #hebrewisraelites #hebrew #israelites #negroes #gentiles #africanamericans #ados #fda #BlackTwitter #YISRAEL #America #coronavirus
2020-03-23 23:59:45+00:00,"New York now as epicenter has over 20,000 cases of positive coronavirus covid-19. It now has more cases per captia than Italy with 107 vs 98 per 100,000. We Cuomo the Gov having to raise funds and get masks himself, not proper support of some elected supporters or WH task force."
2020-03-23 23:59:43+00:00,#Covid-19: #Council takes steps to ensure institutional #Continuity - https://is.gd/xrDgdi #Agenparl #Coronavirus #Covid19 #Covidagenparl #Iorestoacasa #Procedure #Written
2020-03-23 23:59:41+00:00,Get critical insights and best practices for protecting and managing your workforce in the @ADP Coronavirus Disease (COVID-19) Employer Preparedness Toolkit #Covid19 https://explore.adp.com/covid-19-resources-es https://bit.ly/2xgCI3g
2020-03-23 23:59:40+00:00,"""An NPR/PBS NewsHour/Marist survey published Tuesday showed that more Americans disapprove of the way Trump is handling the coronavirus than those who approve, 49 percent to 44 percent, and few trust in the information they hear from the president about COVID-19. """
2020-03-23 23:59:35+00:00,Statement of EU #Ministers of finance on the #Stability and #Growth Pact in light of the COVID-19 crisis - https://is.gd/PLHknp #Agenparl #Coronavirus #Covid19 #Covidagenparl #Economic #Iorestoacasa #Pandemic
2020-03-23 23:59:32+00:00,Nikon temporarily suspends repairs to help reduce the transmission of COVID-19: Nikon USA has announced it’s temporarily suspending equipment repairs at its service facilities and no longer accepting new repairs due to the COVID-19 (coronavirus)… 
2020-03-23 23:59:29+00:00,"Due to the Corona Virus (COVID-19) we are consider as essential business! We will be available for 24 hour emergency towing services in Newark, NJ. Call us today (201) 381-4778 Roadside assistance Emergency Towing Tire repair Commercial towing Long distance #towing"
2020-03-23 23:59:28+00:00,I definitely recommend they listen to @hcvpgh and @bro_walter . They are one of the reasons I wrote “3 Quick Coronavirus / COVID-19 Solutions for Direct Service Non-Profits.” by Jomari Peterson https://link.medium.com/m806fdEk64
2020-03-23 23:59:24+00:00,Watch All Trump's false promises regarding the tests for COVID-19. THEN READ MY OP-ED: THE #CORONAVIRUS TESTS ARE IN THE MAIL. THIS IS THE REAL REASON FOR TESTING DELAYS: https://tinyurl.com/u2rl4wa 13 #VoteBlueNoMatterWho
2020-03-23 23:59:24+00:00,"BREAKING: Three Houston police officers test positive for Coronavirus COVID-19. “All 3 are in isolation at home and resting comfortably and in good spirits. Please keep them, their families, and everyone impacted in your thoughts.” -HPD Chief"
2020-03-23 23:59:23+00:00,"Yeah, sure, Mr. Jack O'Lantern, the COVID-19 Coronavirus is not a big deal, not serious, not more dangerous than flu, etc , etc. DANGEROUS FOOL."
2020-03-23 23:59:20+00:00,Online Corona Virus Clinic offers a simple and secure COVID-19 GP consultation https://www.pressrelease.cc/2020/03/23/online-corona-virus-clinic-offers-a-simple-and-secure-covid-19-gp-consultation/
2020-03-23 23:59:20+00:00,Online Corona Virus Clinic offers a simple and secure COVID-19 GP consultation https://www.pressrelease.cc/2020/03/23/online-corona-virus-clinic-offers-a-simple-and-secure-covid-19-gp-consultation-2/
2020-03-23 23:59:20+00:00,Online Corona Virus Clinic offers a simple and secure COVID-19 GP consultation https://www.pressrelease.cc/2020/03/23/online-corona-virus-clinic-offers-a-simple-and-secure-covid-19-gp-consultation-3/
2020-03-23 23:59:17+00:00,"I am supporting @elijahdaniel's #CULTforGOOD Project to bring hundreds of thousands of necessities and FREE coronavirus testing to the homeless population during this COVID-19 outbreak, but they still need support. Please donate if you can: "
2020-03-23 23:59:15+00:00,Minnesota Governor to Self-Quarantine After Staffer Tests Positive for COVID-19 https://www.theepochtimes.com/minnesota-governor-to-self-quarantine-after-staffer-tests-positive-for-covid-19_3282614.html Download The Epoch Times app to see our exclusive Coronavirus coverage and daily updates:https://subscribe.theepochtimes.com/p/?page=mobile
2020-03-23 23:59:12+00:00,What countries have been affected by the novel coronavirus known as COVID-19? How many cases are there in China? https://infographics.channelnewsasia.com/covid-19/map.html vía @ChannelNewsAsia
2020-03-23 23:59:01+00:00,Coronavirus in Colorado: Latest COVID-19 updates across the state - 
2020-03-23 23:59:00+00:00,Everyone gangsta til Covid-19 knocks them Divoc out #COVIDー19 #coronavirus i'm sorry for that i know it's not funny 
2020-03-23 23:59:00+00:00,@LouisianaGov leads live statewide discussion on Louisiana's response to the COVID-19 #coronavirus LIVE NOW on iHeartRadio: http://wrno.com/listen
2020-03-23 23:59:00+00:00,@LouisianaGov leads live statewide discussion on Louisiana's response to the COVID-19 #coronavirus LIVE NOW on iHeartRadio: http://wjbo.com/listen
2020-03-23 23:58:59+00:00,"WaPo: ""Man dies after self-medicating w/ chloroquine phosphate to treat coronavirus"" ""This came just 2 days after Trump suggested in a tweet, that hydroxychloroquine &amp; azithromycin could B effective treatment for covid-19. Neither drug had been approved by the FDA or WHO as a..."
2020-03-23 23:58:55+00:00,"Coronavirus, COVID-19 symptoms may include loss of smell or taste. "
2020-03-23 23:58:54+00:00,"5 love languages of COVID-19. Share love with someone today, ensure you remain safe. #covid_19 #coronavirus #love #covid19nigeria @Obafemi Awolowo University https://www.instagram.com/p/B-GG814hkQZ/?igshid=43v4obuk6n5r"
2020-03-23 23:58:54+00:00,"#Coronavirus will have an unprecedented and lasting effect on the commercial real estate industry, and economy as a whole. Join me asking #Congress to help property managers, owners, and tenants recover from COVID-19 https://actnow.io/Yn7ScIR"
2020-03-23 23:58:53+00:00,"Watch ""Italy suffocated by #coronavirus: the story of patients and doctors in the grip of Covid-19"" on YouTube https://youtu.be/LWP1_Q065PQ Youths can, and are getting the virus. Often they only present with a loss of sense of smell and taste, also a symptom."
2020-03-23 23:58:53+00:00,".@RepAdamSmith #Coronavirus will have an unprecedented and lasting effect on the commercial real estate industry, and economy as a whole. Please provide aid to allow commercial real estate to recover from #COVID-19 #CRE"
2020-03-23 23:58:53+00:00,In lockdown & no gym no problem #lockdown #sydney #australia #gym #excercise #weights #sportwear #lace #leggings #runners #fit #fitness #juststrong #healthy #model #modelwanted #coronavirus #covid_19 
2020-03-23 23:58:53+00:00,".@PattyMurray #Coronavirus will have an unprecedented and lasting effect on the commercial real estate industry, and economy as a whole. Please provide aid to allow commercial real estate to recover from #COVID-19 #CRE"
2020-03-23 23:58:52+00:00,".@SenatorCantwell #Coronavirus will have an unprecedented and lasting effect on the commercial real estate industry, and economy as a whole. Please provide aid to allow commercial real estate to recover from #COVID-19 #CRE"
2020-03-23 23:58:50+00:00,Yet another disease expert that we are hearing nothing from in the media. Why not? Instead people are listening to Piers Morgan. #Coronavirus Corona virus COVID-19- hype and hysteria? Demystification of the nightmare! https://youtu.be/JBB9bA-gXL4 via @YouTube
2020-03-23 23:58:48+00:00,Coronavirus #COVID-19: What alert level 3 would mean for you
2020-03-23 23:58:47+00:00,"The Twilight Zone. ""The Covid-19/Corona Virus Incident."" ""No comment here. I just wanted to introduce you to that which we all must deal with, understand, and adapt too. Expectations; only time will tell. Today's crisis to be taken as you will, in and out of the Twilight Zone."" "
2020-03-23 23:58:46+00:00,This is a great read about how the CV19 epidemic might have started. “COVID-19 coronavirus epidemic has a natural origin” -- ScienceDaily 
