Date,Text
2020-02-06 23:56:30+00:00,Dr. Francis Boyle - The Creator Of BioWeapons Act - Says The Coronavirus Is A Biological Warfare Weapon 
2020-02-06 23:10:10+00:00,"A top microbiologist has declared a community outbreak of #coronavirus in #HongKong Confirmation of local spread came a day after the gov't said all travellers from the mainland, including HK residents, would be placed on mandatory 14-day quarantine."
2020-02-06 22:42:50+00:00,nCoV-2019 Spike Protein Receptor Binding Domain Shares High Amino Acid Identity With a #Coronavirus Recovered from a Pangolin Viral Metagenomic Dataset http://virological.org/t/ncov-2019-spike-protein-receptor-binding-domain-shares-high-amino-acid-identity-with-a-coronavirus-recovered-from-a-pangolin-viral-metagenomic-dataset/362 (image from Save Pangolins)
2020-02-06 22:40:51+00:00,#2019coronavirus #coronavirus #2019nCoV #2019n_CoV #CoronaOutbreak #VIRUS_CORONA #virusoutbreak #ncov2019 #chinaoutbreak #ChinaPneumonia #china #wuhanpnemonia #WuhanOutbreak @NcovSurviving @Secret_Beijing @V2019N 
2020-02-06 22:00:19+00:00,"First #US confirmed #coronavirus case WA info: -initially presented with mild cough &amp; low-grade intermittent fevers -progression to pneumonia by illness day 9 -decision to administer remdesivir made -patient improved, recovered, discharged https://www.nejm.org/doi/full/10.1056/NEJMoa2001191"
2020-02-06 21:14:30+00:00,"If you’ve seen or experienced discrimination, racism or xenophobia connected to the ongoing #coronavirus epidemic, @washingtonpost wants to hear your story."
2020-02-06 20:21:05+00:00,#Dubai Filipino woman working in Dubai has died. Pathology and Genetics Department of Dubai’s Health Authority **HAS YET TO DETERMINE** if the woman was infected with the #2019nCoV #coronavirus - Philippines Labor Sec. Bello: Report from Manila Times: https://www.manilatimes.net/2020/02/07/news/headlines/virus-kills-pinay-in-dubai/680582/
2020-02-06 18:34:10+00:00,#Ireland Director of Health Protection Surveillance Center says #coronavirus ability to transmit from person to person is limited. That is not correct. http://rte.ie/news/ireland/2020/0206/1113607-coronavirus-hse/
2020-02-06 18:27:27+00:00,"12th U.S. Coronavirus Case Confirmed in Wisconsin #CoronavirusOutbreak #coronavirus #WuhanCoronavius #nCoV2019 @V2019N CA 6, IL 2, WA 1, AZ 1, WI 1, MA 1 #coronavirususa"
2020-02-06 17:42:20+00:00,That girl is left home ALONE after both of her parents were diagnosed with #coronavirus and isolated at the hospital. So many broken families in #wuhan #CoronavirusOutbreak #WuhanCoronavius #WuhanPneumonia #WuhanLockDown @V2019N #nCoV2019 #2019nCoV
2020-02-06 16:51:02+00:00,"""#US State Dep't offered Americans stranded in #Wuhan last chance for evacuation: 2 planes, departing Thursday."" (As Chinese officials begin rounding up the infected to put in camps- @NYT) #coronavirus "
2020-02-06 16:33:35+00:00,"Since her departure from #Germany, 8 workers at the company have been diagnosed with the #coronavirus. One of them also infected two of his children and his partner — the latest case announced on Thursday. "
2020-02-06 16:31:58+00:00,"In Singapore, there is also an online map that shows where the coronavirus cases are (first detected), this way the public knows where to avoid https://sgwuhan.xose.net There is effort made to communicate the news."
2020-02-06 16:15:34+00:00,"#Wuhan is told to round up #coronavirus infected residents for mass quarantine camps. ""During these wartime conditions, there must be no deserters, or they will be nailed to the pillar of historical shame forever,” Ms. Sun said."" ominous "
2020-02-06 15:26:09+00:00,Hope this will continue so that others country like The Gambia will be given the opportunity to have a train personal on how to test #coronavirus
2020-02-06 15:21:28+00:00,This *is* going to spread to the rest of the world. Containment strategies are only going to slow it down. This has relevancy for Coronavirus. See: 
2020-02-06 14:11:43+00:00,The government released death toll and infections are undercounted because many #coronavirus patients are dying on the streets #wuhan #CoronaOutbreak #Wuhanhospital @V2019N #2019新型冠状病毒 #2019_nCov #WuhanCoronavirus
2020-02-06 12:22:26+00:00,A doctor couple haven’t seen each other for several days and met at the hospital hallway in #wuhan #coronavirus #CoronaOutbreak #WuhanCoronavirus #2019n_CoV #2019新型冠状病毒 #nCoV2020 @V2019N 
2020-02-06 11:49:19+00:00,"#UPDATE latest on #coronavirus @V2019N 1,000+ doctors and nurses got infected by #corononavirus in #wuhan hospitals. #CoronavirusOutbreak #Coronaphobia #WuhanCoronavirus #武汉疫情"
2020-02-06 07:01:06+00:00,Oh good. #coronavirus #2019nCoV @V2019N 
2020-02-06 05:46:04+00:00,This is for patients without severe disease. According to what you said patients have to be positive for coronavirus to be admitted. Where do the patients go between being tested and finding out if positive? Is there some sort of holding area?
2020-02-06 05:33:56+00:00,Criteria for admission to #Wuhan’s 3 temporary hospitals: -infected with #coronavirus -mild clinical manifestation -18-65 able to take care of themselves -no respiratory cardiovascular &amp; cerebrovascular diseases -no psychosis -influenza-virus test neg 
2020-02-06 04:49:20+00:00," @neil_ferguson of @MRC_Outbreak estimating about 50,000 new #coronavirus cases/day in #China now. -10% or less are being detected in China -may be detecting 25% overseas. -many mild but transmitting. (His team modeled #2019nCoV outbreak at onset)"
2020-02-06 02:13:12+00:00,#US #SanDiego #coronavirus 4 of 167 people on flight from China to Miramar today taken to the hospital for fever or cough that warranted “further evaluation 2 adults were taken to UC San Diego Health 1 adult &amp; 1 child to Rady Children’s Hospital. 
2020-02-06 00:58:46+00:00,#Preparedness Not outside the realm of possibility that this #coronavirus will require some social distancing measures. Tips in this thread on their site. (CDC recommendation: 2 weeks of food and water before a possible pandemic). 
